image,method,clip_limit,tile_size,psnr,ssim
678.png,CLAHE,2.0,16x16,8.0116,0.2759
678.png,CLAHE,3.0,4x4,8.7613,0.3627
678.png,CLAHE,3.0,8x8,8.4886,0.335
678.png,CLAHE,3.0,16x16,8.3456,0.32
678.png,CLAHE,4.0,4x4,9.2364,0.4021
678.png,CLAHE,4.0,8x8,8.8601,0.3705
678.png,CLAHE,4.0,16x16,8.6326,0.3504
679.png,GHE,,,14.3197,0.3692
679.png,CLAHE,1.0,4x4,7.8045,0.2414
679.png,CLAHE,1.0,8x8,7.7135,0.2286
679.png,CLAHE,1.0,16x16,7.6494,0.2183
679.png,CLAHE,2.0,4x4,8.2849,0.3115
679.png,CLAHE,2.0,8x8,8.1274,0.2929
679.png,CLAHE,2.0,16x16,8.0053,0.2772
679.png,CLAHE,3.0,4x4,8.7546,0.3657
679.png,CLAHE,3.0,8x8,8.4811,0.338
679.png,CLAHE,3.0,16x16,8.3381,0.3226
679.png,CLAHE,4.0,4x4,9.222,0.406
679.png,CLAHE,4.0,8x8,8.8525,0.3749
679.png,CLAHE,4.0,16x16,8.6241,0.3541
68.png,GHE,,,16.8139,0.5555
68.png,CLAHE,1.0,4x4,5.6618,0.2335
68.png,CLAHE,1.0,8x8,5.5198,0.2179
68.png,CLAHE,1.0,16x16,5.4344,0.2065
68.png,CLAHE,2.0,4x4,6.1882,0.2967
68.png,CLAHE,2.0,8x8,5.9182,0.2713
68.png,CLAHE,2.0,16x16,5.7367,0.2519
68.png,CLAHE,3.0,4x4,6.7066,0.3463
68.png,CLAHE,3.0,8x8,6.2664,0.3104
68.png,CLAHE,3.0,16x16,6.003,0.2864
68.png,CLAHE,4.0,4x4,7.2245,0.3827
68.png,CLAHE,4.0,8x8,6.6298,0.3424
68.png,CLAHE,4.0,16x16,6.2438,0.3124
680.png,GHE,,,16.3614,0.6114
680.png,CLAHE,1.0,4x4,8.4083,0.2545
680.png,CLAHE,1.0,8x8,8.3523,0.2482
680.png,CLAHE,1.0,16x16,8.2675,0.2371
680.png,CLAHE,2.0,4x4,9.1977,0.3622
680.png,CLAHE,2.0,8x8,9.1015,0.3528
680.png,CLAHE,2.0,16x16,8.8849,0.3295
680.png,CLAHE,3.0,4x4,10.0408,0.4567
680.png,CLAHE,3.0,8x8,9.8305,0.4397
680.png,CLAHE,3.0,16x16,9.59,0.4192
680.png,CLAHE,4.0,4x4,10.9717,0.5341
680.png,CLAHE,4.0,8x8,10.6329,0.5127
680.png,CLAHE,4.0,16x16,10.3164,0.4916
681.png,GHE,,,16.4078,0.6127
681.png,CLAHE,1.0,4x4,8.382,0.25
681.png,CLAHE,1.0,8x8,8.3309,0.2442
681.png,CLAHE,1.0,16x16,8.2482,0.233
681.png,CLAHE,2.0,4x4,9.1788,0.3591
681.png,CLAHE,2.0,8x8,9.0805,0.3495
681.png,CLAHE,2.0,16x16,8.8687,0.3264
681.png,CLAHE,3.0,4x4,10.0269,0.4543
681.png,CLAHE,3.0,8x8,9.8089,0.4363
681.png,CLAHE,3.0,16x16,9.5769,0.4169
681.png,CLAHE,4.0,4x4,10.9587,0.5307
681.png,CLAHE,4.0,8x8,10.6147,0.5094
681.png,CLAHE,4.0,16x16,10.2977,0.4888
682.png,GHE,,,12.7677,0.3513
682.png,CLAHE,1.0,4x4,8.8638,0.1803
682.png,CLAHE,1.0,8x8,8.8328,0.1758
682.png,CLAHE,1.0,16x16,8.754,0.161
682.png,CLAHE,2.0,4x4,9.4425,0.2601
682.png,CLAHE,2.0,8x8,9.396,0.2524
682.png,CLAHE,2.0,16x16,9.2517,0.2355
682.png,CLAHE,3.0,4x4,9.9915,0.3232
682.png,CLAHE,3.0,8x8,9.8875,0.3106
682.png,CLAHE,3.0,16x16,9.7466,0.2946
682.png,CLAHE,4.0,4x4,10.5123,0.3736
682.png,CLAHE,4.0,8x8,10.38,0.3601
682.png,CLAHE,4.0,16x16,10.2155,0.3421
683.png,GHE,,,12.6571,0.345
683.png,CLAHE,1.0,4x4,8.7625,0.1668
683.png,CLAHE,1.0,8x8,8.729,0.1618
683.png,CLAHE,1.0,16x16,8.6525,0.1479
683.png,CLAHE,2.0,4x4,9.2957,0.2409
683.png,CLAHE,2.0,8x8,9.2557,0.2343
683.png,CLAHE,2.0,16x16,9.1281,0.22
683.png,CLAHE,3.0,4x4,9.8031,0.3015
683.png,CLAHE,3.0,8x8,9.7232,0.2917
683.png,CLAHE,3.0,16x16,9.5959,0.2776
683.png,CLAHE,4.0,4x4,10.299,0.3517
683.png,CLAHE,4.0,8x8,10.1911,0.3406
683.png,CLAHE,4.0,16x16,10.049,0.3252
684.png,GHE,,,16.7164,0.6101
684.png,CLAHE,1.0,4x4,8.2866,0.2417
684.png,CLAHE,1.0,8x8,8.2295,0.2355
684.png,CLAHE,1.0,16x16,8.0974,0.2205
684.png,CLAHE,2.0,4x4,9.073,0.3316
684.png,CLAHE,2.0,8x8,8.93,0.3193
684.png,CLAHE,2.0,16x16,8.6393,0.2927
684.png,CLAHE,3.0,4x4,9.8917,0.4053
684.png,CLAHE,3.0,8x8,9.5874,0.3831
684.png,CLAHE,3.0,16x16,9.2181,0.3549
684.png,CLAHE,4.0,4x4,10.7393,0.4624
684.png,CLAHE,4.0,8x8,10.3021,0.4364
684.png,CLAHE,4.0,16x16,9.8021,0.4047
685.png,GHE,,,16.4516,0.5545
685.png,CLAHE,1.0,4x4,8.2838,0.2324
685.png,CLAHE,1.0,8x8,8.2272,0.2261
685.png,CLAHE,1.0,16x16,8.0951,0.212
685.png,CLAHE,2.0,4x4,9.0578,0.3139
685.png,CLAHE,2.0,8x8,8.9185,0.3026
685.png,CLAHE,2.0,16x16,8.6308,0.2776
685.png,CLAHE,3.0,4x4,9.8661,0.3803
685.png,CLAHE,3.0,8x8,9.5712,0.3604
685.png,CLAHE,3.0,16x16,9.2011,0.3334
685.png,CLAHE,4.0,4x4,10.7075,0.4318
685.png,CLAHE,4.0,8x8,10.2767,0.4077
685.png,CLAHE,4.0,16x16,9.7701,0.3771
686.png,GHE,,,18.5352,0.584
686.png,CLAHE,1.0,4x4,6.8647,0.1751
686.png,CLAHE,1.0,8x8,6.8322,0.1714
686.png,CLAHE,1.0,16x16,6.7399,0.1599
686.png,CLAHE,2.0,4x4,7.4,0.244
686.png,CLAHE,2.0,8x8,7.3459,0.2384
686.png,CLAHE,2.0,16x16,7.1807,0.2208
686.png,CLAHE,3.0,4x4,7.9404,0.3067
686.png,CLAHE,3.0,8x8,7.8115,0.2939
686.png,CLAHE,3.0,16x16,7.614,0.2754
686.png,CLAHE,4.0,4x4,8.4888,0.3614
686.png,CLAHE,4.0,8x8,8.3006,0.3454
686.png,CLAHE,4.0,16x16,8.0351,0.3236
687.png,GHE,,,18.7033,0.5852
687.png,CLAHE,1.0,4x4,6.8391,0.1704
687.png,CLAHE,1.0,8x8,6.8044,0.1664
687.png,CLAHE,1.0,16x16,6.7139,0.1549
687.png,CLAHE,2.0,4x4,7.3676,0.2384
687.png,CLAHE,2.0,8x8,7.3151,0.2331
687.png,CLAHE,2.0,16x16,7.1562,0.2161
687.png,CLAHE,3.0,4x4,7.8996,0.3001
687.png,CLAHE,3.0,8x8,7.7764,0.2877
687.png,CLAHE,3.0,16x16,7.587,0.2704
687.png,CLAHE,4.0,4x4,8.4386,0.3536
687.png,CLAHE,4.0,8x8,8.2517,0.3377
687.png,CLAHE,4.0,16x16,8.0018,0.3175
688.png,GHE,,,17.9144,0.4819
688.png,CLAHE,1.0,4x4,7.6072,0.2128
688.png,CLAHE,1.0,8x8,7.5636,0.2096
688.png,CLAHE,1.0,16x16,7.4715,0.1979
688.png,CLAHE,2.0,4x4,8.178,0.2816
688.png,CLAHE,2.0,8x8,8.0896,0.2764
688.png,CLAHE,2.0,16x16,7.9392,0.2616
688.png,CLAHE,3.0,4x4,8.7145,0.3361
688.png,CLAHE,3.0,8x8,8.5446,0.3251
688.png,CLAHE,3.0,16x16,8.3695,0.3103
688.png,CLAHE,4.0,4x4,9.2304,0.3792
688.png,CLAHE,4.0,8x8,9.0053,0.3641
688.png,CLAHE,4.0,16x16,8.7507,0.3449
689.png,GHE,,,17.6095,0.4356
689.png,CLAHE,1.0,4x4,7.4635,0.197
689.png,CLAHE,1.0,8x8,7.4235,0.1936
689.png,CLAHE,1.0,16x16,7.3402,0.1825
689.png,CLAHE,2.0,4x4,8.0041,0.2628
689.png,CLAHE,2.0,8x8,7.9261,0.2573
689.png,CLAHE,2.0,16x16,7.7883,0.2436
689.png,CLAHE,3.0,4x4,8.5,0.3142
689.png,CLAHE,3.0,8x8,8.36,0.3044
689.png,CLAHE,3.0,16x16,8.1995,0.2908
689.png,CLAHE,4.0,4x4,8.993,0.3563
689.png,CLAHE,4.0,8x8,8.8046,0.3431
689.png,CLAHE,4.0,16x16,8.5712,0.3257
69.png,GHE,,,18.9994,0.6073
69.png,CLAHE,1.0,4x4,6.6055,0.282
69.png,CLAHE,1.0,8x8,6.3709,0.2601
69.png,CLAHE,1.0,16x16,6.2732,0.2465
69.png,CLAHE,2.0,4x4,7.2428,0.3546
69.png,CLAHE,2.0,8x8,6.8292,0.323
69.png,CLAHE,2.0,16x16,6.6163,0.3005
69.png,CLAHE,3.0,4x4,7.8274,0.4071
69.png,CLAHE,3.0,8x8,7.2283,0.3668
69.png,CLAHE,3.0,16x16,6.925,0.3408
69.png,CLAHE,4.0,4x4,8.4069,0.4448
69.png,CLAHE,4.0,8x8,7.6258,0.4002
69.png,CLAHE,4.0,16x16,7.2307,0.3704
690.png,GHE,,,16.4042,0.4742
690.png,CLAHE,1.0,4x4,9.0203,0.3005
690.png,CLAHE,1.0,8x8,8.9302,0.2907
690.png,CLAHE,1.0,16x16,8.7833,0.2701
690.png,CLAHE,2.0,4x4,9.8906,0.3982
690.png,CLAHE,2.0,8x8,9.6847,0.3806
690.png,CLAHE,2.0,16x16,9.3763,0.3533
690.png,CLAHE,3.0,4x4,10.7704,0.4682
690.png,CLAHE,3.0,8x8,10.3618,0.4384
690.png,CLAHE,3.0,16x16,9.9549,0.4105
690.png,CLAHE,4.0,4x4,11.639,0.5101
690.png,CLAHE,4.0,8x8,11.0524,0.4775
690.png,CLAHE,4.0,16x16,10.51,0.4474
691.png,GHE,,,16.1897,0.4334
691.png,CLAHE,1.0,4x4,9.0156,0.2905
691.png,CLAHE,1.0,8x8,8.9265,0.2807
691.png,CLAHE,1.0,16x16,8.7779,0.2608
691.png,CLAHE,2.0,4x4,9.8739,0.3805
691.png,CLAHE,2.0,8x8,9.6729,0.3634
691.png,CLAHE,2.0,16x16,9.3624,0.3368
691.png,CLAHE,3.0,4x4,10.7504,0.4451
691.png,CLAHE,3.0,8x8,10.3457,0.416
691.png,CLAHE,3.0,16x16,9.9404,0.3885
691.png,CLAHE,4.0,4x4,11.6155,0.4831
691.png,CLAHE,4.0,8x8,11.0295,0.4506
691.png,CLAHE,4.0,16x16,10.4828,0.4208
692.png,GHE,,,15.8818,0.56
692.png,CLAHE,1.0,4x4,8.5427,0.2136
692.png,CLAHE,1.0,8x8,8.5041,0.2094
692.png,CLAHE,1.0,16x16,8.4086,0.1971
692.png,CLAHE,2.0,4x4,9.1557,0.2962
692.png,CLAHE,2.0,8x8,9.09,0.2903
692.png,CLAHE,2.0,16x16,8.8955,0.269
692.png,CLAHE,3.0,4x4,9.7502,0.3673
692.png,CLAHE,3.0,8x8,9.5914,0.3532
692.png,CLAHE,3.0,16x16,9.3641,0.3319
692.png,CLAHE,4.0,4x4,10.3597,0.4296
692.png,CLAHE,4.0,8x8,10.1315,0.4119
692.png,CLAHE,4.0,16x16,9.8427,0.3881
693.png,GHE,,,15.8512,0.5574
693.png,CLAHE,1.0,4x4,8.5623,0.2178
693.png,CLAHE,1.0,8x8,8.5219,0.2136
693.png,CLAHE,1.0,16x16,8.4307,0.2017
693.png,CLAHE,2.0,4x4,9.1736,0.3003
693.png,CLAHE,2.0,8x8,9.1016,0.2937
693.png,CLAHE,2.0,16x16,8.9145,0.273
693.png,CLAHE,3.0,4x4,9.7649,0.3713
693.png,CLAHE,3.0,8x8,9.6121,0.3578
693.png,CLAHE,3.0,16x16,9.3868,0.3365
693.png,CLAHE,4.0,4x4,10.3682,0.4336
693.png,CLAHE,4.0,8x8,10.1481,0.4165
693.png,CLAHE,4.0,16x16,9.8612,0.3926
694.png,GHE,,,16.8567,0.53
694.png,CLAHE,1.0,4x4,7.9216,0.2169
694.png,CLAHE,1.0,8x8,7.8625,0.2099
694.png,CLAHE,1.0,16x16,7.7733,0.1983
694.png,CLAHE,2.0,4x4,8.5338,0.2993
694.png,CLAHE,2.0,8x8,8.3904,0.2851
694.png,CLAHE,2.0,16x16,8.2187,0.2655
694.png,CLAHE,3.0,4x4,9.1315,0.369
694.png,CLAHE,3.0,8x8,8.8682,0.3457
694.png,CLAHE,3.0,16x16,8.6462,0.3244
694.png,CLAHE,4.0,4x4,9.7357,0.4268
694.png,CLAHE,4.0,8x8,9.3568,0.3988
694.png,CLAHE,4.0,16x16,9.0875,0.3758
695.png,GHE,,,16.8251,0.5274
695.png,CLAHE,1.0,4x4,7.9206,0.2166
695.png,CLAHE,1.0,8x8,7.8614,0.2101
695.png,CLAHE,1.0,16x16,7.7698,0.1979
695.png,CLAHE,2.0,4x4,8.5295,0.2984
695.png,CLAHE,2.0,8x8,8.3887,0.2847
695.png,CLAHE,2.0,16x16,8.2186,0.2656
695.png,CLAHE,3.0,4x4,9.1297,0.3683
695.png,CLAHE,3.0,8x8,8.8574,0.3441
695.png,CLAHE,3.0,16x16,8.6498,0.3247
695.png,CLAHE,4.0,4x4,9.7285,0.4254
695.png,CLAHE,4.0,8x8,9.345,0.3969
695.png,CLAHE,4.0,16x16,9.0937,0.3759
696.png,GHE,,,15.4048,0.4079
696.png,CLAHE,1.0,4x4,8.6804,0.1792
696.png,CLAHE,1.0,8x8,8.6355,0.1748
696.png,CLAHE,1.0,16x16,8.55,0.1628
696.png,CLAHE,2.0,4x4,9.2253,0.2542
696.png,CLAHE,2.0,8x8,9.1167,0.2438
696.png,CLAHE,2.0,16x16,9.022,0.2327
696.png,CLAHE,3.0,4x4,9.7526,0.321
696.png,CLAHE,3.0,8x8,9.5394,0.3024
696.png,CLAHE,3.0,16x16,9.4645,0.293
696.png,CLAHE,4.0,4x4,10.2844,0.3754
696.png,CLAHE,4.0,8x8,9.9673,0.351
696.png,CLAHE,4.0,16x16,9.8592,0.3386
697.png,GHE,,,15.3726,0.4006
697.png,CLAHE,1.0,4x4,8.6792,0.1777
697.png,CLAHE,1.0,8x8,8.6305,0.1727
697.png,CLAHE,1.0,16x16,8.5504,0.1617
697.png,CLAHE,2.0,4x4,9.2238,0.2518
697.png,CLAHE,2.0,8x8,9.1088,0.2405
697.png,CLAHE,2.0,16x16,9.0168,0.2302
697.png,CLAHE,3.0,4x4,9.7542,0.3188
697.png,CLAHE,3.0,8x8,9.5274,0.2983
697.png,CLAHE,3.0,16x16,9.4537,0.2896
697.png,CLAHE,4.0,4x4,10.2774,0.3714
697.png,CLAHE,4.0,8x8,9.9542,0.3465
697.png,CLAHE,4.0,16x16,9.8477,0.3348
698.png,GHE,,,13.387,0.2845
698.png,CLAHE,1.0,4x4,8.8724,0.1834
698.png,CLAHE,1.0,8x8,8.83,0.1787
698.png,CLAHE,1.0,16x16,8.7504,0.1653
698.png,CLAHE,2.0,4x4,9.2887,0.2499
698.png,CLAHE,2.0,8x8,9.2298,0.2442
698.png,CLAHE,2.0,16x16,9.1488,0.2342
698.png,CLAHE,3.0,4x4,9.6759,0.3028
698.png,CLAHE,3.0,8x8,9.556,0.2912
698.png,CLAHE,3.0,16x16,9.4583,0.2801
698.png,CLAHE,4.0,4x4,10.0705,0.3478
698.png,CLAHE,4.0,8x8,9.8943,0.3326
698.png,CLAHE,4.0,16x16,9.7498,0.3178
699.png,GHE,,,13.3362,0.2698
699.png,CLAHE,1.0,4x4,8.8741,0.1817
699.png,CLAHE,1.0,8x8,8.8293,0.1764
699.png,CLAHE,1.0,16x16,8.7546,0.1641
699.png,CLAHE,2.0,4x4,9.287,0.2465
699.png,CLAHE,2.0,8x8,9.2279,0.2403
699.png,CLAHE,2.0,16x16,9.1466,0.2308
699.png,CLAHE,3.0,4x4,9.6785,0.2981
699.png,CLAHE,3.0,8x8,9.555,0.2865
699.png,CLAHE,3.0,16x16,9.4526,0.2757
699.png,CLAHE,4.0,4x4,10.0754,0.3414
699.png,CLAHE,4.0,8x8,9.8924,0.3269
699.png,CLAHE,4.0,16x16,9.7424,0.3123
70.png,GHE,,,19.075,0.6041
70.png,CLAHE,1.0,4x4,6.7118,0.2801
70.png,CLAHE,1.0,8x8,6.4728,0.2572
70.png,CLAHE,1.0,16x16,6.3775,0.2444
70.png,CLAHE,2.0,4x4,7.3589,0.3539
70.png,CLAHE,2.0,8x8,6.934,0.3196
70.png,CLAHE,2.0,16x16,6.7261,0.2973
70.png,CLAHE,3.0,4x4,7.9487,0.4043
70.png,CLAHE,3.0,8x8,7.3342,0.3622
70.png,CLAHE,3.0,16x16,7.036,0.3363
70.png,CLAHE,4.0,4x4,8.5401,0.4396
70.png,CLAHE,4.0,8x8,7.7385,0.3949
70.png,CLAHE,4.0,16x16,7.3426,0.3655
700.png,GHE,,,13.6497,0.4198
700.png,CLAHE,1.0,4x4,10.9112,0.4231
700.png,CLAHE,1.0,8x8,10.717,0.4062
700.png,CLAHE,1.0,16x16,10.5617,0.392
700.png,CLAHE,2.0,4x4,11.9021,0.4898
700.png,CLAHE,2.0,8x8,11.5053,0.4662
700.png,CLAHE,2.0,16x16,11.1547,0.4412
700.png,CLAHE,3.0,4x4,12.8855,0.5237
700.png,CLAHE,3.0,8x8,12.1843,0.4947
700.png,CLAHE,3.0,16x16,11.7005,0.4654
700.png,CLAHE,4.0,4x4,13.8996,0.534
700.png,CLAHE,4.0,8x8,12.8582,0.5037
700.png,CLAHE,4.0,16x16,12.1774,0.4722
701.png,GHE,,,13.6949,0.4291
701.png,CLAHE,1.0,4x4,10.915,0.4263
701.png,CLAHE,1.0,8x8,10.7221,0.4104
701.png,CLAHE,1.0,16x16,10.5658,0.3955
701.png,CLAHE,2.0,4x4,11.9145,0.4962
701.png,CLAHE,2.0,8x8,11.5026,0.4707
701.png,CLAHE,2.0,16x16,11.1585,0.4457
701.png,CLAHE,3.0,4x4,12.903,0.5309
701.png,CLAHE,3.0,8x8,12.1788,0.5006
701.png,CLAHE,3.0,16x16,11.7006,0.4713
701.png,CLAHE,4.0,4x4,13.9029,0.5418
701.png,CLAHE,4.0,8x8,12.8649,0.511
701.png,CLAHE,4.0,16x16,12.1834,0.4786
702.png,GHE,,,19.4526,0.507
702.png,CLAHE,1.0,4x4,6.136,0.1733
702.png,CLAHE,1.0,8x8,6.1006,0.1696
702.png,CLAHE,1.0,16x16,6.0335,0.159
702.png,CLAHE,2.0,4x4,6.557,0.2284
702.png,CLAHE,2.0,8x8,6.4703,0.2207
702.png,CLAHE,2.0,16x16,6.3599,0.2074
702.png,CLAHE,3.0,4x4,6.9721,0.2748
702.png,CLAHE,3.0,8x8,6.7861,0.258
702.png,CLAHE,3.0,16x16,6.6427,0.2432
702.png,CLAHE,4.0,4x4,7.3916,0.3145
702.png,CLAHE,4.0,8x8,7.1101,0.2913
702.png,CLAHE,4.0,16x16,6.9106,0.2727
703.png,GHE,,,19.4043,0.5056
703.png,CLAHE,1.0,4x4,6.1333,0.1729
703.png,CLAHE,1.0,8x8,6.098,0.1691
703.png,CLAHE,1.0,16x16,6.03,0.1584
703.png,CLAHE,2.0,4x4,6.5526,0.2278
703.png,CLAHE,2.0,8x8,6.4659,0.2199
703.png,CLAHE,2.0,16x16,6.3524,0.2062
703.png,CLAHE,3.0,4x4,6.9673,0.2741
703.png,CLAHE,3.0,8x8,6.78,0.2575
703.png,CLAHE,3.0,16x16,6.6347,0.2423
703.png,CLAHE,4.0,4x4,7.3859,0.3139
703.png,CLAHE,4.0,8x8,7.1026,0.2907
703.png,CLAHE,4.0,16x16,6.8984,0.2716
704.png,GHE,,,19.4302,0.5032
704.png,CLAHE,1.0,4x4,6.1205,0.1712
704.png,CLAHE,1.0,8x8,6.0867,0.1677
704.png,CLAHE,1.0,16x16,6.0198,0.157
704.png,CLAHE,2.0,4x4,6.5352,0.2256
704.png,CLAHE,2.0,8x8,6.4518,0.2183
704.png,CLAHE,2.0,16x16,6.3454,0.2055
704.png,CLAHE,3.0,4x4,6.9419,0.2712
704.png,CLAHE,3.0,8x8,6.766,0.2562
704.png,CLAHE,3.0,16x16,6.6227,0.2413
704.png,CLAHE,4.0,4x4,7.3537,0.3103
704.png,CLAHE,4.0,8x8,7.0879,0.2895
704.png,CLAHE,4.0,16x16,6.8879,0.2705
708.png,GHE,,,13.988,0.364
708.png,CLAHE,1.0,4x4,9.8694,0.2974
708.png,CLAHE,1.0,8x8,9.7578,0.2857
708.png,CLAHE,1.0,16x16,9.6751,0.2715
708.png,CLAHE,2.0,4x4,10.4415,0.3764
708.png,CLAHE,2.0,8x8,10.2429,0.3599
708.png,CLAHE,2.0,16x16,10.117,0.3462
708.png,CLAHE,3.0,4x4,10.9502,0.4295
708.png,CLAHE,3.0,8x8,10.6395,0.4072
708.png,CLAHE,3.0,16x16,10.4778,0.3925
708.png,CLAHE,4.0,4x4,11.4226,0.4637
708.png,CLAHE,4.0,8x8,11.045,0.4412
708.png,CLAHE,4.0,16x16,10.7829,0.4208
709.png,GHE,,,14.046,0.3742
709.png,CLAHE,1.0,4x4,9.9418,0.3055
709.png,CLAHE,1.0,8x8,9.8311,0.2954
709.png,CLAHE,1.0,16x16,9.7515,0.2813
709.png,CLAHE,2.0,4x4,10.5396,0.3874
709.png,CLAHE,2.0,8x8,10.3245,0.3696
709.png,CLAHE,2.0,16x16,10.2012,0.3563
709.png,CLAHE,3.0,4x4,11.0609,0.4394
709.png,CLAHE,3.0,8x8,10.7387,0.4174
709.png,CLAHE,3.0,16x16,10.5708,0.4023
709.png,CLAHE,4.0,4x4,11.56,0.4742
709.png,CLAHE,4.0,8x8,11.1648,0.4505
709.png,CLAHE,4.0,16x16,10.8828,0.4293
710.png,GHE,,,20.1851,0.5917
710.png,CLAHE,1.0,4x4,8.5982,0.4091
710.png,CLAHE,1.0,8x8,8.6548,0.4088
710.png,CLAHE,1.0,16x16,8.5294,0.398
710.png,CLAHE,2.0,4x4,9.0963,0.4721
710.png,CLAHE,2.0,8x8,9.0991,0.4636
710.png,CLAHE,2.0,16x16,9.0073,0.445
710.png,CLAHE,3.0,4x4,9.5498,0.5177
710.png,CLAHE,3.0,8x8,9.4718,0.4987
710.png,CLAHE,3.0,16x16,9.346,0.4736
710.png,CLAHE,4.0,4x4,10.001,0.5494
710.png,CLAHE,4.0,8x8,9.8332,0.5234
710.png,CLAHE,4.0,16x16,9.624,0.4919
711.png,GHE,,,20.2014,0.5945
711.png,CLAHE,1.0,4x4,8.5937,0.4082
711.png,CLAHE,1.0,8x8,8.6558,0.4085
711.png,CLAHE,1.0,16x16,8.5286,0.3974
711.png,CLAHE,2.0,4x4,9.0909,0.4716
711.png,CLAHE,2.0,8x8,9.1007,0.4631
711.png,CLAHE,2.0,16x16,9.0092,0.4444
711.png,CLAHE,3.0,4x4,9.5572,0.5171
711.png,CLAHE,3.0,8x8,9.4702,0.4984
711.png,CLAHE,3.0,16x16,9.3365,0.472
711.png,CLAHE,4.0,4x4,9.9969,0.5481
711.png,CLAHE,4.0,8x8,9.8287,0.5231
711.png,CLAHE,4.0,16x16,9.6127,0.4908
712.png,GHE,,,14.4117,0.4256
712.png,CLAHE,1.0,4x4,7.729,0.4659
712.png,CLAHE,1.0,8x8,7.4244,0.4358
712.png,CLAHE,1.0,16x16,7.314,0.4231
712.png,CLAHE,2.0,4x4,8.6039,0.5358
712.png,CLAHE,2.0,8x8,7.9847,0.4873
712.png,CLAHE,2.0,16x16,7.7447,0.4633
712.png,CLAHE,3.0,4x4,9.4047,0.5675
712.png,CLAHE,3.0,8x8,8.4387,0.5086
712.png,CLAHE,3.0,16x16,8.1294,0.4809
712.png,CLAHE,4.0,4x4,10.1502,0.5721
712.png,CLAHE,4.0,8x8,8.8995,0.5135
712.png,CLAHE,4.0,16x16,8.3725,0.4779
713.png,GHE,,,14.4117,0.4268
713.png,CLAHE,1.0,4x4,7.7584,0.4686
713.png,CLAHE,1.0,8x8,7.4503,0.4385
713.png,CLAHE,1.0,16x16,7.3416,0.4264
713.png,CLAHE,2.0,4x4,8.643,0.5382
713.png,CLAHE,2.0,8x8,8.012,0.4897
713.png,CLAHE,2.0,16x16,7.7696,0.4655
713.png,CLAHE,3.0,4x4,9.432,0.5688
713.png,CLAHE,3.0,8x8,8.4719,0.5108
713.png,CLAHE,3.0,16x16,8.1505,0.4823
713.png,CLAHE,4.0,4x4,10.1877,0.5726
713.png,CLAHE,4.0,8x8,8.924,0.5147
713.png,CLAHE,4.0,16x16,8.4065,0.4792
714.png,GHE,,,14.0364,0.6706
714.png,CLAHE,1.0,4x4,11.1698,0.313
714.png,CLAHE,1.0,8x8,11.1405,0.3108
714.png,CLAHE,1.0,16x16,10.9511,0.2935
714.png,CLAHE,2.0,4x4,12.3382,0.4379
714.png,CLAHE,2.0,8x8,12.2566,0.435
714.png,CLAHE,2.0,16x16,11.9292,0.414
714.png,CLAHE,3.0,4x4,13.5141,0.5404
714.png,CLAHE,3.0,8x8,13.2597,0.5287
714.png,CLAHE,3.0,16x16,12.89,0.5141
714.png,CLAHE,4.0,4x4,14.7164,0.6213
714.png,CLAHE,4.0,8x8,14.3046,0.6065
714.png,CLAHE,4.0,16x16,13.8245,0.5921
715.png,GHE,,,14.0367,0.6751
715.png,CLAHE,1.0,4x4,11.1815,0.3161
715.png,CLAHE,1.0,8x8,11.1556,0.3142
715.png,CLAHE,1.0,16x16,10.963,0.2967
715.png,CLAHE,2.0,4x4,12.3737,0.4444
715.png,CLAHE,2.0,8x8,12.2771,0.4406
715.png,CLAHE,2.0,16x16,11.9476,0.4192
715.png,CLAHE,3.0,4x4,13.5783,0.5479
715.png,CLAHE,3.0,8x8,13.2825,0.5344
715.png,CLAHE,3.0,16x16,12.9127,0.5201
715.png,CLAHE,4.0,4x4,14.761,0.627
715.png,CLAHE,4.0,8x8,14.324,0.612
715.png,CLAHE,4.0,16x16,13.8624,0.5986
716.png,GHE,,,16.2491,0.514
716.png,CLAHE,1.0,4x4,10.2302,0.4836
716.png,CLAHE,1.0,8x8,9.9863,0.4643
716.png,CLAHE,1.0,16x16,9.8243,0.4542
716.png,CLAHE,2.0,4x4,11.5009,0.5771
716.png,CLAHE,2.0,8x8,10.965,0.5434
716.png,CLAHE,2.0,16x16,10.6241,0.5213
716.png,CLAHE,3.0,4x4,12.7131,0.6236
716.png,CLAHE,3.0,8x8,11.809,0.5812
716.png,CLAHE,3.0,16x16,11.3748,0.5576
716.png,CLAHE,4.0,4x4,13.9124,0.6392
716.png,CLAHE,4.0,8x8,12.6564,0.5957
716.png,CLAHE,4.0,16x16,12.0952,0.5703
717.png,GHE,,,15.6182,0.34
717.png,CLAHE,1.0,4x4,7.9671,0.209
717.png,CLAHE,1.0,8x8,7.9152,0.2028
717.png,CLAHE,1.0,16x16,7.8025,0.1902
717.png,CLAHE,2.0,4x4,8.5288,0.2757
717.png,CLAHE,2.0,8x8,8.4436,0.2645
717.png,CLAHE,2.0,16x16,8.317,0.2552
717.png,CLAHE,3.0,4x4,9.039,0.3293
717.png,CLAHE,3.0,8x8,8.857,0.3081
717.png,CLAHE,3.0,16x16,8.7211,0.2999
717.png,CLAHE,4.0,4x4,9.5307,0.3734
717.png,CLAHE,4.0,8x8,9.2704,0.3468
717.png,CLAHE,4.0,16x16,9.0929,0.3352
